-DOCSTART- 0
no NEG 
, PUNC 
el PRO^3^SG
pendria VBPC^3^SG
molt ADV 
gran ADJ 
onta N 
o CONJ 
mort N 
. .

E CONJ 
nós PRO^1^PL 
demanam VBDI^1^PL
-li PRO^D^3^SG
quinya WADJ
onta N 
seria VBPC^3^SG 
aquela D^DEM 
. .

E CONJ 
dix VBDI^3^SG 
él PRO^3^SG 
: : 
Séyer N
, PUNC 
veus VBPI^2^SG
En DPR 
Guillem NPR 
de P 
Muntcada NPR 
qui C 
ve VBPI^3^SG
e CONJ 
Don DPR 
Pero NPR 
Ferràndez NPR
e CONJ 
, PUNC 
com FW 
vós PRO^2^PL
sabets VBPI^2^PL 
, PUNC 
som VBPI^1^PL 
-nos PRO^RFL^1^PL
desexits VNI
d’ P 
amor N 
, PUNC 
yo PRO^1^SG
e CONJ 
Don DPR 
Guillem NPR 
. .

éls PRO^3^PL 
seran VBFI^3^PL
demà ADV
a P 
Valcarcha NPR
, PUNC 
e CONJ 
vénen VBPI^3^PL
ab P 
éls PRO^3^PL 
bé ADV 
·ccc· NUM 
cavalers N 
, PUNC 
e CONJ 
han VBPI^3^PL
volentat N 
de P 
moure VB 
a P 
mi PRO^D^1^SG
barayla N
, PUNC 
e CONJ 
que C 
·m PRO^D^1^SG
diguen VBPS^3^PL
tal ADV 
paraula N 
de P 
desmentir VB 
o CONJ 
de P 
desonrament N 
, PUNC 
que C 
yo PRO^1^SG
no NEG 
poria VBPC^3^SG 
estar VB 
que C 
no NEG 
y PRO^ADV 
responés VBDS^3^SG 
. .

E CONJ
, PUNC 
si C 
hi PRO^ADV
respon VBPC^1^SG
, PUNC 
hé VBPI^1^SG
reguart N
que C 
·m PRO^A^1^SG
maten VBPS^3^PL
o CONJ 
que C 
·m PRO^A^1^SG
facen VBPS^3^PL
tal ADJ
onta N 
, PUNC 
que C 
valria VBPC^3^SG 
·m PRO^D^1^SG
tant ADV 
com C
la D 
mort N 
. .

E CONJ 
aquela D^DEM 
saó N 
nós PRO^1^PL 
no NEG 
havíem VBDI^1^PL 
sinó CONJ 
·xiii· NUM 
ayns N 
. .

E CONJ 
dixem VBDI^1^PL 
-li PRO^D^3^SG
que C 
·ns PRO^D^1^PL
pesaven VBDI^3^PL 
molt ADV 
les D 
paraules N 
que C 
él PRO^3^SG 
nos PRO^DAT^1^PL
deÿa VBDI^3^SG 
per P 
aquesta D^DEM 
rahó N 
: : 
que C 
la D 
sua D^POS 
onta N 
tenríem VBPC^1^PL 
nós PRO^1^PL 
per P 
nostra D^POS
, PUNC 
tant ADV 
de P 
parentesch N
havia VBDI^3^SG
entre P 
nós PRO^1^PL 
e CONJ 
él PRO^3^SG 
. .

E CONJ 
a P 
aclò PRO^3^SG
que C 
él PRO^3^SG 
nos PRO^DAT^1^PL
havia VBDI^3^SG 
dit VNI 
dixem VBDI^1^PL 
-li PRO^D^3^SG
que C 
nós PRO^1^PL 
sabíem VBDI^1^PL 
conseyl N 
que C 
él PRO^3^SG 
no NEG 
prengués VBDS^3^SG 
aquel D^DEM 
mal N 
ni CONJ+NEG 
aquela D^DEM 
onta N 
. .

E CONJ 
que C 
u PRO^A^NTR 
faríem VBPC^1^PL 
en P 
aquesta D^DEM 
manera N 
: : 
que C 
sempre ADV 
que C 
nós PRO^1^PL 
fóssem VBDS^1^PL 
entrats VNI 
en P 
Muntsó NPR 
, PUNC 
que C 
enviaríem VBPC^1^PL
per P 
los D 
meylors ADJ
hòmens N 
de P 
la D 
vila N 
que C 
vinguessen VBDS^3^PL
denant P 
nós PRO^1^PL 
, PUNC 
e CONJ 
que C 
·ls D 
diríem VBPC^1^PL 
així ADV 
: : 
Pregam VBPI^1^PL 
e CONJ 
manam VBPI^1^PL
-vos PRO^D^2^PL
que C 
gardets VBPI^2^PL
la D 
vila N 
, PUNC 
e CONJ 
que C 
tanqués VBDS^3^PL
totes D^Q 
les D 
portes N 
, PUNC 
e CONJ 
que C 
y PRO^ADV 
tingats VBPS^2^PL
porters N 
e CONJ 
hòmens N 
armats ADJ
, PUNC 
e CONJ 
que C 
no NEG 
y PRO^ADV 
lexets VBPS^3^SG
entrar VB 
negun D^Q
rich ADJ 
hom N 
ni CONJ+NEG 
cavaller N 
, PUNC 
de P 
dia N 
ne CONJ+NEG 
de P 
nuyt N 
, PUNC 
meyns ADV
que C 
no NEG 
u PRO^A^NTR 
façats VBPS^2^PL
saber VB 
a P 
nós PRO^1^PL 
; ; 
e CONJ 
quan C 
hi PRO^ADV
entrassen VBDS^3^PL
, PUNC 
entrassen VBDS^3^PL
·i· NUM 
ric VBDI^3^SG 
hom N 
ab P 
·ii· NUM 
cavallers N 
, PUNC 
e CONJ 
que C 
més D^Q
no NEG 
n’ PRO^ADV 
acuylissen VBDI^3^PL 
. .

E CONJ 
així ADV 
ho PRO^A^NTR 
faem VBDI^1^PL
. .

E CONJ 
quan C 
açò PRO^3^SG
hoý VBDI^3^SG
Don DPR 
Nuno NPR 
, PUNC 
que C 
nós PRO^1^PL 
ho PRO^A^NTR 
faem VBDI^1^PL
tan ADV 
bé ADV 
, PUNC 
a P 
honrament N 
de P 
nós PRO^1^PL 
e CONJ 
d’ P 
él PRO^3^SG 
dix VBDI^3^SG 
que C 
·ns PRO^D^1^PL 
ho PRO^A^NTR 
grahia VBDI^3^SG 
tant ADV 
con C 
él PRO^3^SG 
podia VBDI^3^SG 
, PUNC 
que C 
bé ADV 
conexia VBDI^3^SG
que C 
l’ PRO^A^3^SG
amàvem VBDI^1^PL
e CONJ 
que C 
avíem VBDI^1^PL
pres VN 
tal ADV 
conseyl N 
que C 
l’ PRO^3^SG
havíem VBDI^1^PL 
FOL10v FOL 
estort VNI
d’ P 
onta N 
e CONJ 
de P 
mort N 
. .

E CONJ 
sobre P 
açò PRO^3^SG
, PUNC 
En DPR 
Guillem NPR 
de P 
Muntcada NPR 
e CONJ 
Don DPR 
Pero NPR 
Fferràndez NPR
vengren VBDI^3^PL 
ab P 
tot D^Q 
lur D^POS 
poder N 
e CONJ 
no NEG 
y PRO^ADV 
pogren VBDI^3^PL 
entrar VB 
sinó CONJ 
ab P 
aquels D^DEM 
que C 
nós PRO^1^PL 
havíem VBDI^1^PL 
manat VN
. .

E CONJ 
Don DPR 
Fferrando NPR 
e CONJ 
Don DPR 
Pero NPR 
Ahonés NPR 
entraren VBDI^3^PL 
ab P 
altres D^Q 
tants D^Q
. .

E CONJ 
En DPR 
Guillem NPR 
de P 
Muntcada NPR 
e CONJ 
En DPR 
Pero NPR 
Fferràndez NPR
veeren VBDI^3^PL 
que C 
no NEG 
podien VBDI^3^PL 
acabar VB 
ço PRO 
que C 
·s PRO^RFL^3^SG
cuydaven VBDI^3^PL 
, PUNC 
e CONJ 
agren VBDI^3^PL 
-se PRO^RFL^3^SG
·n PRO^ADV 
a P 
partir VB 
. .

E CONJ 
sí ADV 
hi PRO^ADV
ach VBDI^3^SG 
altres D^Q 
paraules N 
que C 
començaven VBDI^3^PL 
ja ADV 
de P 
dir VB 
, PUNC 
mas CONJ 
nós PRO^1^PL 
ho PRO^A^NTR 
vedam VBDI^1^PL
, PUNC 
que C 
·ls PRO^D^3^PL
dixem VBPI^1^PL 
que C 
, PUNC 
si C 
neguna D^Q
re N
deÿen VBDI^3^PL 
a P 
Don DPR 
Nuno NPR 
, PUNC 
que C 
ho PRO^A^NTR 
comprarien VBPC^3^PL 
. .
