-DOCSTART- 0
portaren VBDI^3^PL
-nos PRO^A^1^PL
en P
los D
braces N
; ;
e CONJ
deÿen VBDI^3^PL
matines N
en P
la D
església N
de P
Nostra D^DEM
Dona DPR
; ;
e CONJ
, COMMA
tantost ADV
con C
nos PRO^A^1^PL
meseren VBDI^1^PL
pel P+D
portal N
, COMMA
cantaren VBDI^3^PL
&LL OLB
Te FW
Deum FW
laudamus FW
&LT OLE
. .

E CONJ
no NEG
sabien VBDI^1^PL
los D
clergues N
que C
nós PRO^1^PL
deguéssem VBDI^1^PL
entrar VB
allí ADV
, COMMA
mas CONJ
entram VBDI^1^PL
quant C
cantaven VBDI^3^PL
aquel D^DEM
càntich N
. .

E CONJ
puys ADV
levaren VBDI^3^PL
-nos PRO^A^1^PL
a P
Sent ADJ
Fermí NPR
. .

E CONJ
, COMMA
quant C
aquels D^DEM
qui C
·ns PRO^A^1^PL
portaven VBDI^3^PL
entraren VBDI^3^PL
per P
la D
església N
de P
Sent ADJ
Fermí NPR
, COMMA
cantaven VBDI^3^PL
&LL FW
Benedictus FW
Dominus FW
Deus FW
Israel FW
&LT OLE
. .

, COMMA
quan C
nos PRO^A^1^PL
tornaren VBDI^3^PL
a P
la D
casa N
de P
nostra D^POS
mare N
, COMMA
fo VBDI^3^SG
ella PRO^3^SG
molt ADV
alegra ADJ
d’ P
aquestes D^DEM
prenòstigues N
que C
·ns PRO^D^1^PL
eren VBDI^3^PL
esdevengudes VNI
. .

E CONJ
féu VBDI^3^SG
fer VB
·xii NUM
· .

candeles N
, COMMA
totes D^Q
de P
·i· D
pes N
e CONJ
d’ P
una D^Q
granea N
, COMMA
e CONJ
féu VBDI^3^SG
-les PRO^A^3^PL
encendre VB
totes D^Q
ensemps ADJ
, COMMA
e CONJ
a P
cada D^Q
una D^Q
mès VBDI^3^SG
sengles D^Q
noms N
dels P+D
apòstols N
, COMMA
e CONJ
promès VBDI^3^SG
a P
Nostre D^POS
Seyor N
que C
aquela D^DEM
que C
pus ADV
duraria VBPC^3^SG
, COMMA
que C
aquel D^DEM
nom N
auríem VBPC^1^PL
nós PRO^1^PL
. .

E CONJ
durà VBDI^3^SG
més ADV
la D
de P
Sent ADJ
Jacme NPR
be ADV
·iii· NUM
dits N
de P
través N
que C
les D
altres D^Q
. .

E CONJ
per P
açò PRO^3^SG
e CONJ
per P
la D
gràcia N
de P
Déu N
havem VBPI^1^PL
nós PRO^1^PL
nom N
En DPR
Jacme NPR
. .

així ADV
nós PRO^1^PL
som VBPI^1^PL
venguts VNI
de P
part N
de P
la D
que C
fo VBDI^3^SG
nostra D^POS
mare N
e CONJ
del P+D
rey N
En DPR
Pere NPR
, COMMA
nostre D^POS
pare N
. .

E CONJ
sembla VBPI^3^SG
obra N
de P
Déu N
, COMMA
car C
les D
covinençes N
FOL4r FOL
que C
nostre D^POS
avi N
havia VBDI^3^SG
feytes VNI
d’ P
aver VB
aquesta D^DEM
per P
muyler N
, COMMA
tornà VBDI^3^SG
depuys ADV
que C
d’ P
aquela D^DEM
natura N
de P
l’ D
emperador N
Manuel NPR
e CONJ
de P
nostre D^POS
pare N
, COMMA
lo D
rey N
En DPR
Pere NPR
, COMMA
que C
per P
matrimoni N
se PRO^RFL^3^SG
cobràs VBDS^3^SG
la D
falida N
que C
en P
l’ D
altre D^Q
matrimoni N
havia VBDI^3^SG
estada VNI
. .

E CONJ
aenant ADV
, COMMA
nós PRO^1^PL
jaén VG
en P
lo D
breçol N
, COMMA
tiraren VBDI^3^PL
per P
·i_a· D
trapa N
sobre P
nós PRO^1^PL
·i· NUM
cantal N
, COMMA
e CONJ
caech VBDI^3^SG
prop P
del P+D
breçol N
, COMMA
mas CONJ
Nostre D^POS
Seyor N
nos PRO^A^1^PL
volgué VBDS^1^PL
estorçre VB
que C
no NEG
moríssem VBDI^1^PL
. .

Nostre D^POS
pare N
, COMMA
lo D
rey N
En DPR
Pere NPR
, COMMA
fo VBDI^3^SG
lo D
pus ADV
franch ADJ
rey N
que C
anch ADV
fos VBDS^3^SG
en P
Espanya NPR
e CONJ
el D
pus ADV
cortès ADJ
e CONJ
el D
pus ADV
avinent ADJ
, COMMA
sí ADV
que C
tant ADV
donava VBDI^3^SG
, COMMA
que C
ses D^POS
rendes N
e CONJ
ses D^POS
terres N
ne CONJ+NEG
valien VBDI^3^PL
meyns ADV
. .

E CONJ
era VBDI^3^SG
bon ADJ
cavaler N
d’ P
armes N
, COMMA
si C
bo ADJ
n’ PRO^ADV
avia VBDI^3^SG
e CONJ
·l D
món N
. .

De P
les D
altres D^Q
bones ADJ
custumes N
que C
él PRO^3^SG
havia VBDI^3^SG
no NEG
volem VBPI^1^PL
parlar VB
per P
alongament N
de P
l’ D
escrit N
. .

De P
la D
reyna N
Dona DPR
Maria NPR
, COMMA
nostra D^POS
mare N
, COMMA
volem VBPI^1^PL
aytant ADV
dir VB
que C
, COMMA
si C
bona ADJ
dona N
havia VBDI^3^SG
e CONJ
·l D
món N
, COMMA
que C
ela PRO^3^SG
ho PRO^A^NTR
era VBDI^3^SG
en P
tembre VB
e CONJ
en P
honrar VB
Déu N
e CONJ
en P
altres D^Q
bones ADJ
costumes N
que C
en P
ela PRO^3^SG
eren VBDI^3^PL
. .

E CONJ
poríem VBPC^1^PL
molt ADV
de P
be N
dir VB
de P
ella PRO^3^SG
, COMMA
mas CONJ
deïm VBPI^1^PL
-ne PRO^ADV
aytant ADV
que C
fa VBPI^3^SG
compliment N
a P
tot PRO^Q
l’ D
àls PRO^Q
: :
que C
ela PRO^3^SG
és VBPI^3^SG
amada VNI
per P
tots D^Q
los D
hòmens N
del P+D
món N
qui C
saben VBPI^3^PL
de P
sos D^POS
captenimens N
. .

E CONJ
Nostre D^POS
Seyor N
la D
amà VBDI^3^SG
tant ADV
e CONJ
li PRO^D^3^SG
donà VBDI^3^SG
tanta D^Q
de P
gràcia N
, COMMA
que C
reina N
sancta ADJ
és VBPI^3^SG
clamada VNI
per P
aquels D^DEM
qui C
són VBPI^3^PL
en P
Roma NPR
e CONJ
per P
tot D^Q
l’ D
altre D^Q
món N
, COMMA
sancta ADJ
. .

E CONJ
guarex VBPI^3^SG
malaltes N
molts D^Q
, COMMA
can C
beuen VBPC^3^PL
ab P
vi VBDI^3^SG
o CONJ
ab P
aygua N
de P
la D
péra N
que C
raen VBPI^3^PL
del P+D
seu D^POS
vàs N
. .

E CONJ
jau VBPI^3^SG
en P
Roma NPR
, COMMA
la D
església N
de P
Sent ADJ
Pere NPR
, COMMA
prop P
de P
Sancta ADJ
Patronilla NPR
, COMMA
que C
fo VBDI^3^SG
fiyla N
de P
Sent ADJ
Pere NPR
. .

E CONJ
esguardat VN
, COMMA
aquels D^DEM
qui C
veurets VBPI^2^PL
aquesta D^DEM
scriptura N
, COMMA
si C
aquesta D^DEM
cosa N
és VBPI^3^SG
miraculosa ADJ
, COMMA
que C
nostre D^POS
avi N
, COMMA
lo D
rey N
Don DPR
Amfós NPR
, COMMA
promès VBDI^3^SG
que C
seria VBPC^3^SG
sa D^POS
muyler N
fiyla N
de P
l’ D
emperador N
, COMMA
e CONJ
depuys ADV
près VBDI^3^SG
la D
reyna N
Dona DPR
Sanxa NPR
. .

E CONJ
Nostre D^POS
Seyor N
volch VBDI^3^SG
que C
per P
aquela D^DEM
promessa N
que C
·l D
rey N
havia VBDI^3^SG
feta VNI
primerament ADV
, COMMA
ço PRO^3^SG
és VBPI^3^SG
assaber VB
, COMMA
que C
seria VBPC^3^SG
sa D^POS
muyler N
la D
fiyla N
de P
l’ D
emperador N
Manuel NPR
, COMMA
que C
aquella D^DEM
tornàs VBDS^3^SG
en P
son D^POS
loch N
. .

E CONJ
par VBPI^1^PL
-ho PRO^A^NTR
en P
açò PRO^3^SG
, COMMA
que C
la D
néta N
de P
l’ D
emperador N
Manuel NPR
fo VBDI^3^SG
puys ADV
FOL4v FOL
muyler N
de P
nostre D^POS
pare N
, COMMA
on C
nós PRO^1^PL
venim VBPI^1^PL
. .

E CONJ
per P
açò PRO^3^SG
és VBPI^3^SG
obra N
de P
Déu N
que C
aquella D^DEM
covinença N
que C
no NEG
·s PRO^RFL^3^SG
complí VBDI^3^SG
en P
aquell D^DEM
temps N
se PRO^RFL^3^SG
complí VBDI^3^SG
depuys ADV
, COMMA
can C
nostre D^POS
pare N
près VBDI^3^SG
per P
muyler N
la D
néta N
de P
l’ D
emperador N
. .

E CONJ
, COMMA
passat VNI
lo D
temps N
del P+D
nostre D^POS
naximent N
, COMMA
En DPR
Simon NPR
de P
Montfort NPR
, COMMA
qui C
tenia VBDI^3^SG
la D
terra N
de P
Carcassès NPR
e CONJ
de P
Badarrès NPR
, COMMA
e CONJ
en P
Tolçà NPR
ço PRO^3^SG
que C
y PRO^ADV
havia VBDI^3^SG
goaynat VNI
lo D
rey N
de P
França NPR
, COMMA
volch VBDI^3^SG
haver VB
amor N
ab P
nostre D^POS
pare N
, COMMA
e CONJ
demanà VBDI^3^SG
-li PRO^D^3^SG
que C
·ns PRO^A^1^PL
liuràs VBDS^3^SG
a P
ell PRO^3^SG
, COMMA
car C
ell PRO^3^SG
nos PRO^A^1^PL
nodriria VBPC^3^SG
. .

ell PRO^3^SG
fià VBDI^3^SG
·s PRO^RFL^3^SG
tant ADV
en P
él PRO^3^SG
e CONJ
en P
la D
sua D^POS
amor N
, COMMA
que C
liurà VBDI^3^SG
ad P
ell PRO^3^SG
nós PRO^1^PL
per P
nodrir VB
. .

E CONJ
nós PRO^1^PL
estan VG
en P
son D^POS
poder N
, COMMA
les D
géns N
d’ P
aqueles D^DEM
terres N
que C
dessús P
havem VBPI^1^PL
dites VNI
vengren VBDI^3^PL
a P
nostre D^POS
pare N
e CONJ
dixeren VBDI^3^PL
-li PRO^D^3^SG
que C
él PRO^3^SG
podia VBDI^3^SG
ésser VB
seyor N
d’ P
aqueles D^DEM
terres N
, COMMA
si C
él PRO^3^SG
les D
volia VBDI^3^SG
penre VB
ni CONJ+NEG
emparar VB
. .

E CONJ
el D
rey N
En DPR
Pere NPR
, COMMA
nostre D^POS
pare N
, COMMA
era VBDI^3^SG
franch ADJ
e CONJ
piadós ADJ
, COMMA
e CONJ
ab P
la D
pietat N
que C
a P
él PRO^3^SG
près VBDI^3^SG
d’ P
éls P
dix VBDI^3^SG
que C
se PRO^RFL^3^SG
n’ PRO^ADV
empararia VBPC^3^SG
. .

enganaven VBDI^3^PL
-lo PRO^A^3^SG
ab P
beles ADJ
paraules N
. .

E CONJ
d’ P
una D^Q
part N
li PRO^D^3^SG
ó PRO^A^NTR
daven VBDI^3^PL
de P
paraula N
e CONJ
d’ P
altra D^Q
part N
li PRO^D^3^SG
ó PRO^A^NTR
tolien VBDI^3^PL
per P
obra N
. .

Car C
nós PRO^1^PL
hoïm VBDI^1^PL
a P
·N DPR
Guillem NPR
de P
Cervera NPR
e CONJ
a P
N’ DPR
Arnau NPR
de P
Castelbò NPR
, COMMA
e CONJ
a P
·N DPR
Dalmau NPR
de P
Crexel NPR
, COMMA
e CONJ
a P
altres D^Q
qui C
eren VBDI^3^PL
ab P
él PRO^3^SG
, COMMA
que C
li PRO^D^3^SG
deÿen VBDI^3^PL
: :
Sényer NPR
, COMMA
veus VBPI^2^SG
nostres D^POS
castels N
e CONJ
nostres D^POS
viles N
; ;
emparats VBI^2^PL
-vos PRO^RFL^2^PL
-en PRO^ADV
e CONJ
metets VBI^2^PL
-hi PRO^ADV
vostres D^POS
batles N
. .

E CONJ
, COMMA
can C
él PRO^3^SG
ho PRO^A^NTR
volia VBDI^3^SG
emparar VB
deÿen VBDI^3^PL
-li PRO^D^3^SG
: :
séyner N
, COMMA
¿ ¿
con C
gitarets VBPI^2^PL
nostres D^POS
muylers N
de P
nostres D^POS
maysons N
? ?
mas CONJ
nós PRO^1^PL
e CONJ
elles PRO^3^PL
ne CONJ+NEG
serem VBFI^1^PL
vostres D^POS
e CONJ
·n PRO^ADV
farem VBFI^1^PL
vostra D^POS
volentat N
. .

E CONJ
per P
aquesta D^DEM
manera N
no NEG
li PRO^D^3^SG
atenien VBDI^3^PL
re PRO^Q
que C
li PRO^D^3^SG
promesessen VBDS^3^PL
. .

E CONJ
mostraven VBDI^3^PL
-li PRO^D^3^SG
lurs D^POS
muylers N
e CONJ
lurs D^POS
fiyles N
e CONJ
lurs D^POS
parentes N
, COMMA
les D
pus ADV
beles ADJ
que C
podien VBDI^3^PL
trobar VB
. .

E CONJ
, COMMA
quant C
sabien VBDI^3^PL
que C
él PRO^3^SG
era VBDI^3^SG
hom N
de P
fempnes N
, COMMA
tolien VBDI^3^PL
-li PRO^D^3^SG
son D^POS
bo ADJ
propòsit N
e CONJ
feÿen VBDI^3^PL
-lo PRO^A^3^SG
mudar VB
en P
ço PRO^3^SG
que C
éls PRO^3^PL
volien VBDI^3^PL
. .

E CONJ
, COMMA
can C
les D
noves ADJ
serien VBPC^3^PL
longues ADJ
de P
comtar VB
, COMMA
a P
les D
coses N
cares ADJ
que C
y PRO^ADV
foren VBDI^3^PL
, COMMA
no NEG
·n PRO^ADV
volem VBPI^1^PL
pus ADV
parlar VB
. .

E CONJ
·N DPR
Simon NPR
de P
Montfort NPR
era VBDI^3^SG
en P
Murel NPR
bé ADV
ab P
·dccc· NUM
hòmens N
a P
caval N
entrò P
en P
·m· NUM
, COMMA
e CONJ
nostre D^POS
pare N
vench VBDI^3^SG
sobr’ P
ell PRO^3^SG
prop P
d’ P
aquel D^DEM
loch N
on C
él PRO^3^SG
estava VBPI^3^SG
. .

E CONJ
foren VBDI^3^PL
ab P
él PRO^3^SG
, COMMA
d’ P
Aragó NPR
, COMMA
Don DPR
Miquel NPR
de P
Lúzia NPR
, COMMA
e CONJ
Don DPR
Blascho NPR
d’ P
Alagó NPR
, COMMA
e CONJ
Don DPR
Rodrigo NPR
Liçana NPR
, COMMA
e CONJ
Don DPR
Ladró NPR
, COMMA
e CONJ
Don DPR
Gomes NPR
de P
Luna NPR
, COMMA
FOL5r FOL
e CONJ
Don DPR
Miquel NPR
de P
Rada NPR
, COMMA
e CONJ
Don DPR
Guillem NPR
de P
Puyo NPR
, COMMA
e CONJ
Don DPR
Açnar NPR
Pardo NPR
, COMMA
et CONJ
d’ P
altres D^Q
de P
sa D^POS
maynade N
molts D^Q
e CONJ
d’ P
altres D^Q
qui C
a P
nós PRO^1^PL
no NEG
poden VBPI^3^PL
membrar VB
. .

Mas CONJ
tant ADV
nos PRO^D^1^PL
membre VBPI^3^SG
que C
·ns PRO^D^1^PL
dixeren VBDI^3^PL
aquels D^DEM
que C
y PRO^ADV
avien VBDI^3^PL
estat VN
e CONJ
sabien VBDI^3^PL
lo D
feyt N
que C
, COMMA
levat P
Don DPR
Gomes NPR
, COMMA
e CONJ
Don DPR
Miquel NPR
de P
Rada NPR
, COMMA
e CONJ
Don DPR
Açnar NPR
Pardo NPR
e CONJ
alguns D^Q
de P
sa D^POS
meynade N
que C
y PRO^ADV
moriren VBDI^3^PL
, COMMA
que C
·ls D
altres D^Q
lo PRO^A^3^SG
desempararen VBDI^3^PL
en P
la D
batayla N
e CONJ
se PRO^RFL^3^PL
·n PRO^ADV
fugiren VBDI^3^PL
-hi PRO^ADV
de P
Cataluyna NPR
En DPR
Dalmau NPR
de P
Crexel NPR
, COMMA
e CONJ
N’ DPR
Uch NPR
de P
Mataplana NPR
, COMMA
e CONJ
En DPR
Guillem NPR
d’ P
Orta NPR
, COMMA
e CONJ
En DPR
Bernat NPR
dez P+D
Castel NPR
Bisbal NPR
; ;
e CONJ
aquels D^DEM
fugiren VBDI^3^PL
ab P
los D
altres D^Q
. .

Mas CONJ
bé ADV
sabem VBPI^1^PL
per P
cert ADJ
que C
Don DPR
Nuno NPR
Sanxes NPR
e CONJ
En DPR
Guillem NPR
de P
Montcada NPR
, COMMA
que C
fo VBDI^3^SG
fiyl N
d’ P
En DPR
Guillem NPR
Ramon NPR
e CONJ
de P
Na DPR
Guillema NPR
de P
Castel NPR
Viy NPR
, COMMA
no NEG
foren VBDI^3^PL
en P
la D
batayla N
, COMMA
ans CONJ
enviaren VBDI^3^PL
missatge N
al P+D
rey N
que C
·ls PRO^A^3^PL
esperàs VBDS^3^SG
, COMMA
e CONJ
·l D
rey N
no NEG
·ls PRO^A^3^PL
volch VBDI^3^SG
esperar VB
, COMMA
e CONJ
féu VBDI^3^SG
la D
batayla N
ab P
aquels D^DEM
qui C
eren VBDI^3^PL
ab P
él PRO^3^SG
. .

E CONJ
aquel D^DEM
dia N
que C
féu VBDI^3^SG
la D
batayla N
havia VBDI^3^SG
jagut VN
ab P
una D^Q
dona N
, COMMA
sí ADV
que C
nós PRO^1^PL
hoïm VBPI^1^PL
dir VB
depuys ADV
a P
son D^POS
reboster N
, COMMA
qui C
havia VBDI^3^SG
nom N
Gil NPR
, COMMA
e CONJ
fo VBDI^3^SG
puys ADV
frare N
de P
l’ D
Espital NPR
, COMMA
qui C
havia VBDI^3^SG
estat VN
en P
aquel D^DEM
conseyl N
, COMMA
e CONJ
altres D^Q
qui C
ho PRO^A^NTR
viren VBDI^3^PL
per P
sos D^POS
uyls N
, COMMA
que C
anch ADV
a P
l’ D
evangeli N
no NEG
pòc VBDI^3^SG
estar VB
en P
peus N
, COMMA
ans CONJ
s’ PRO^RFL^3^SG
asech VBDI^3^SG
en P
son D^POS
seti N
mentre ADV
·s PRO^RFL^3^SG
deÿa VBDI^3^SG
. .

E CONJ
, COMMA
ans ADV
que C
fos VBDS^3^SG
la D
batayla N
, COMMA
volie VBDI^3^SG
·s PRO^RFL^3^SG
metre VB
En DPR
Simon NPR
de P
Monfort NPR
en P
son D^POS
poder N
per P
fer VB
sa D^POS
volentat N
, COMMA
e CONJ
volia VBDI^3^SG
·s PRO^RFL^3^SG
avenir VB
ab P
él PRO^3^SG
. .

E CONJ
nostre D^POS
pare N
no NEG
u PRO^A^NTR
volch VBDI^3^SG
pendre VB
. .

E CONJ
, COMMA
quan C
viren VBDI^3^PL
açò PRO^3^SG
lo D
comte N
Simon NPR
e CONJ
aquels D^DEM
de P
dins ADV
, COMMA
preseren VBDI^3^PL
penitència N
e CONJ
reeberen VBDI^3^PL
lo D
cors N
de P
Jhesuchrist NPR
e CONJ
dixeren VBDI^3^PL
que C
més ADV
amaven VBDI^3^PL
morir VB
al P+D
camp N
que C
en P
la D
vila N
. .

E CONJ
sobre P
açò PRO^3^SG
, COMMA
exiren VBDI^3^PL
combatre VB
ensemps ADV
en P
una D^Q
. .

E CONJ
aquels D^DEM
de P
la D
part N
del P+D
rey N
no NEG
saberen VBDI^3^PL
rengar VB
la D
batayla N
ni CONJ+NEG
anar VB
justats VNI
, COMMA
e CONJ
ferien VBPC^3^PL
cada D^Q
un D^Q
rich ADJ
hom N
per P
sí PRO^RFL^3^SG
e CONJ
ferien VBPC^3^PL
contra P
natura N
d’ P
armes N
. .

per P
lo D
mal ADJ
ordonament N
e CONJ
per P
lo D
peccat N
que C
era VBDI^3^SG
en P
ells PRO^3^PL
, COMMA
hac VBDI^3^SG
-se PRO^RFL^3^SG
a P
vençre VB
la D
batayla N
, COMMA
e CONJ
per P
la D
merçè N
que C
no NEG
y PRO^ADV
trobaren VBDI^3^PL
aquels D^DEM
qui C
eren VBDI^3^PL
de P
dins ADV
. .

E CONJ
aquí ADV
morí VBDI^3^SG
nostre D^POS
pare N
. .

Car C
així ADV
ho PRO^A^NTR
ha VBPI^3^SG
usat VN
nostre D^POS
liynatge N
totz D^Q
temps N
, COMMA
que C
en P
les D
batayles N
qu’ C
éls PRO^3^PL
àn VBPC^3^PL
feytes VNI
ne CONJ+NEG
nós PRO^1^PL
farem VBFI^1^PL
, COMMA
FOL5v FOL
de P
vençre VB
o CONJ
morir VB
. .

E CONJ
nós PRO^1^PL
romanguem VBDI^1^PL
en P
Carcassona NPR
en P
poder N
del P+D
comte N
, COMMA
car C
él PRO^3^SG
nos PRO^A^1^PL
nodria VBPC^3^SG
e CONJ
tenia VBDI^3^SG
aquel D^DEM
loch N
. .

E CONJ
puys ADV
, COMMA
passat VNI
açò PRO^3^SG
, COMMA
demanaren VBDI^3^PL
-nos PRO^A^1^PL
nostres D^POS
naturals N
, COMMA
e CONJ
guerrejaren VBDI^3^PL
ab P
franceses N
e CONJ
ab P
aquela D^DEM
terra N
que C
ells PRO^3^PL
tenien VBDI^3^PL
, COMMA
ço PRO^3^SG
és VBPI^3^SG
assaber VB
, COMMA
Don DPR
Nuno NPR
Sanxes NPR
e CONJ
En DPR
Guillem NPR
de P
Cardona NPR
, COMMA
pare N
d’ P
En DPR
Ramon NPR
Folch NPR
. .

E CONJ
part P
la D
guerra N
que C
ells PRO^3^PL
faeren VBDI^3^PL
de P
Narbona N
e CONJ
d’ P
altres D^Q
lochs N
, COMMA
enviaren VBDI^3^PL
missatge N
a P
l’ D
apostoli N
Innocent NPR
tercer ADJ
, COMMA
que C
él PRO^3^SG
presés VBDS^3^SG
conseyl N
e CONJ
destrenyés VBDS^3^SG
En DPR
Simon NPR
de P
Muntfort NPR
per P
vet N
o CONJ
per P
altra D^Q
manera N
, COMMA
que C
cobrassen VBDS^3^PL
nós PRO^1^PL
, COMMA
qui C
érem VBDI^1^PL
lur D^POS
seyor N
natural ADJ
, COMMA
que C
no NEG
y PRO^ADV
havia VBDI^3^SG
pus D^Q
fiyl N
de P
nostre D^POS
pare N
, COMMA
de P
leyal ADJ
conjugi N
, COMMA
si C
nós PRO^1^PL
no NEG
. .

E CONJ
aquest D^DEM
apostoli N
, COMMA
papa N
Innocent NPR
, COMMA
fo VBDI^3^SG
el D
meylor ADJ
apostoli N
, COMMA
que C
de P
la D
saó N
que C
faem VBDI^1^PL
aquest D^DEM
libre N
en P
·c· NUM
anys N
passats VNI
no NEG
hac VBDI^3^SG
tan ADV
bo ADJ
apostoli N
en P
la D
Església NPR
de P
Roma NPR
. .

Cor C
él PRO^3^SG
era VBDI^3^SG
bon ADJ
clergue N
en P
los D
sabers N
que C
taynen VBDI^3^PL
a P
apostoli N
de P
saber VB
, COMMA
e CONJ
havia VBDI^3^SG
sen N
natural ADJ
, COMMA
e CONJ
dels P+D
sabers N
del P+D
món N
havia VBDI^3^SG
gran ADJ
partida N
. .

E CONJ
emvià VBDI^3^SG
tan ADV
forts ADJ
cartes N
e CONJ
tan ADV
forts ADJ
misatgers N
al P+D
comte N
Simon NPR
, COMMA
que C
él PRO^3^SG
hac VBDI^3^SG
a P
atorgar VB
que C
·ns PRO^A^1^PL
retrie VBDI^3^SG
a P
nostres D^POS
hòmens N
. .

E CONJ
aduxeren VBDI^3^PL
-nos PRO^A^1^PL
los D
franceses N
entrò P
a P
Narbona N
. .

E CONJ
a P
Narbona N
exiren VBDI^3^PL
gran ADJ
partida N
dels P+D
nobles N
de P
Cataluyna NPR
e CONJ
dels P+D
ciutadans N
e CONJ
reeberen VBDI^3^PL
-nos PRO^A^1^PL
. .

E CONJ
nós PRO^1^PL
podíem VBDI^1^PL
haver VB
laora ADV
·vi· NUM
ayns N
e CONJ
·iii· NUM
meses N
. .

E CONJ
agren VBDI^3^PL
acort N
, COMMA
can C
foren VBDI^3^PL
en P
Catalunya NPR
, COMMA
qui C
·ns PRO^A^1^PL
nodriria VBPC^3^SG
. .

E CONJ
acordaren VBDI^3^PL
-se PRO^RFL^3^PL
tots PRO^Q
que C
·ns PRO^A^1^PL
nodrís VBPS^3^SG
lo D
maestre N
del P+D
Temple NPR
en P
Montsó NPR
. .

E CONJ
son D^POS
nom N
d’ P
aquel D^DEM
maestre N
era VBDI^3^SG
En DPR
Guillem NPR
de P
Montredon NPR
, COMMA
qui C
era VBDI^3^SG
natural ADJ
d’ P
Osona NPR
e CONJ
maestre N
del P+D
Temple NPR
en P
Aragó NPR
e CONJ
en P
Catalunya NPR
. .

E CONJ
hagueren VBDI^3^PL
altre D^Q
conseyl N
: :
que C
en P
nom N
de P
nós PRO^1^PL
e CONJ
ab P
segel N
novel ADJ
que C
·ns PRO^D^1^PL
faeren VBDI^3^PL
fer VB
que C
manàsem VBDS^1^PL
cort N
a P
Leyda NPR
de P
cathalans N
e CONJ
d’ P
aragoneses N
, COMMA
en P
la D
qual C
fossen VBDS^3^PL
l’ D
archabisbe N
, COMMA
e CONJ
·ls D
bisbes N
, COMMA
e CONJ
·ls D
abats N
, COMMA
e CONJ
·ls D
richs ADJ
hòmens N
de P
cada D^Q
·i· NUM
dels P+D
regnes N
, COMMA
e CONJ
de P
cada D^Q
ciutat N
·x· NUM
hòmens N
ab P
auctoritat N
dels P+D
altres D^Q
de P
ço PRO^3^SG
que C
éls PRO^3^PL
farien VBPC^3^PL
que C
FOL6r FOL
fos VBDS^3^SG
feyt VNI
. .

E CONJ
tots PRO^Q
vengren VBDI^3^PL
al P+D
dia N
de P
la D
cort N
, COMMA
levat P
Don DPR
Fferrando NPR
e CONJ
·l D
comte N
Don DPR
Sanxo NPR
, COMMA
car C
havien VBDI^3^PL
esperança N
que C
cascú PRO^Q
fos VBDS^3^SG
rey N
. .

E CONJ
aquí ADV
juraren VBDI^3^PL
-nos PRO^D^1^PL
tots PRO^Q
que C
·ns PRO^D^1^PL
gardarien VBPC^3^PL
nostre D^POS
cors N
e CONJ
nostres D^POS
membres N
e CONJ
nostra D^POS
terra N
, COMMA
e CONJ
que C
·ns PRO^D^1^PL
guardarien VBDI^3^PL
en P
totes D^Q
coses N
e CONJ
per P
totes D^Q
. .

E CONJ
·l D
loch N
on C
nós PRO^1^PL
estàvem VBDI^1^PL
ladonchs ADV
era VBDI^3^SG
alí ADV
on C
nos PRO^A^1^PL
tenia VBDI^3^SG
e CONJ
·l D
bras N
l’ D
archabisbe N
N’ DPR
Espàrech NPR
, COMMA
que C
era VBDI^3^SG
del P+D
liynatge N
de P
la D
Barca NPR
e CONJ
era VBDI^3^SG
nostre D^POS
parent N
, COMMA
sus P
el D
palau N
de P
volta N
qui C
ara ADV
és VBPI^3^SG
, COMMA
e CONJ
laores ADV
era VBDI^3^SG
de P
fust N
, COMMA
a P
la D
finestra N
on C
ara ADV
és VBPI^3^SG
la D
cuyna N
per P
on C
dóna VBPI^2^SG
hom MAN
a P
menjar VB
a P
aquels D^DEM
qui C
mengen VBPI^3^PL
en P
lo D
palau N
. .

E CONJ
, COMMA
feyt VNI
lo D
dit VNI
sagrament N
, COMMA
partí VBDI^3^SG
·s PRO^RFL^3^SG
la D
cort N
. .

E CONJ
·l D
maestre N
levà VBDI^3^SG
·ns PRO^A^1^PL
a P
Monsó NPR
, COMMA
e CONJ
esteguem VBDI^1^PL
aquí ADV
·ii· NUM
ayns N
e CONJ
mig N
a P
·i· NUM
tinent N
. .

E CONJ
tota D^Q
la D
renda N
que C
nostre D^POS
pare N
havia VBDI^3^SG
en P
Aragó NPR
e CONJ
en P
Catalunya NPR
era VBDI^3^SG
empenyorada VNI
tro P
als P+D
juheus N
e CONJ
als P+D
sarraÿns N
; ;
e CONJ
encara ADV
les D
honors N
, COMMA
que C
eren VBDI^3^PL
·dcc· NUM
cavallerias N
en P
aquel D^DEM
temps N
; ;
e CONJ
nostre D^POS
pare N
, COMMA
lo D
rey N
Don DPR
Pedro NPR
, COMMA
havia VBDI^3^SG
-les PRO^A^3^PL
totes PRO^Q
donades VNI
e CONJ
venudes VNI
de P
·cxxx· NUM
emfora ADV
. .

E CONJ
no NEG
havíem VBDI^1^PL
a P
·i· NUM
dia N
, COMMA
quant C
nós PRO^1^PL
entram VBDI^1^PL
en P
Monsó NPR
, COMMA
què WPRO
menjar VB
: :
si ADV
era VBDI^3^SG
la D
terra N
destroÿda VNI
e CONJ
empenyorada VNI
! !
§ §
E CONJ
